year,General Food Category,Sub-Category,Detail,avg_per_capita_calories
1995,Dairy,Natural cheese,American cheese,46.82351205
1996,Dairy,Natural cheese,American cheese,47.36276671
1997,Dairy,Natural cheese,American cheese,47.70726448
1998,Dairy,Natural cheese,American cheese,48.31945524
1999,Dairy,Natural cheese,American cheese,51.06546678
2000,Dairy,Natural cheese,American cheese,50.87147593
2001,Dairy,Natural cheese,American cheese,51.31014452
2002,Dairy,Natural cheese,American cheese,51.2395777
2003,Dairy,Natural cheese,American cheese,49.99029453
2004,Dairy,Natural cheese,American cheese,51.77400791
2005,Dairy,Natural cheese,American cheese,51.04128607
2006,Dairy,Natural cheese,American cheese,52.66864329
2007,Dairy,Natural cheese,American cheese,51.46505528
2008,Dairy,Natural cheese,American cheese,52.66467092
2009,Dairy,Natural cheese,American cheese,53.41120348
2010,Dairy,Natural cheese,American cheese,53.07506371
2011,Dairy,Natural cheese,American cheese,51.73210635
2012,Dairy,Natural cheese,American cheese,52.42754939
2013,Dairy,Natural cheese,American cheese,52.79155716
2014,Dairy,Natural cheese,American cheese,53.98625631
2015,Dairy,Natural cheese,American cheese,55.51499185
2016,Dairy,Natural cheese,American cheese,56.75799454
2017,Dairy,Natural cheese,American cheese,59.74049098
1970,Dairy,Natural cheese,Italian cheese,5.660285586
1971,Dairy,Natural cheese,Italian cheese,6.2534501
1972,Dairy,Natural cheese,Italian cheese,7.065554105
1973,Dairy,Natural cheese,Italian cheese,7.472790773
1974,Dairy,Natural cheese,Italian cheese,7.978797623
1975,Dairy,Natural cheese,Italian cheese,8.57882067
1976,Dairy,Natural cheese,Italian cheese,9.477007814
1977,Dairy,Natural cheese,Italian cheese,9.859979794
1978,Dairy,Natural cheese,Italian cheese,10.72707082
1979,Dairy,Natural cheese,Italian cheese,11.20017696
1980,Dairy,Natural cheese,Italian cheese,11.58106543
1981,Dairy,Natural cheese,Italian cheese,11.65089801
1982,Dairy,Natural cheese,Italian cheese,12.60733675
1983,Dairy,Natural cheese,Italian cheese,13.7166406
1984,Dairy,Natural cheese,Italian cheese,14.99801814
1985,Dairy,Natural cheese,Italian cheese,16.64211975
1986,Dairy,Natural cheese,Italian cheese,17.80701395
1987,Dairy,Natural cheese,Italian cheese,19.62492502
1988,Dairy,Natural cheese,Italian cheese,20.85893631
1989,Dairy,Natural cheese,Italian cheese,21.53882176
1990,Dairy,Natural cheese,Italian cheese,22.50762407
1991,Dairy,Natural cheese,Italian cheese,23.41510433
1992,Dairy,Natural cheese,Italian cheese,24.8715389
1993,Dairy,Natural cheese,Italian cheese,24.35987582
1994,Dairy,Natural cheese,Italian cheese,25.31917008
1995,Dairy,Natural cheese,Italian cheese,26.68778382
1996,Dairy,Natural cheese,Italian cheese,27.49190985
1997,Dairy,Natural cheese,Italian cheese,28.3626161
1998,Dairy,Natural cheese,Italian cheese,28.53644212
1999,Dairy,Natural cheese,Italian cheese,29.20872168
2000,Dairy,Natural cheese,Italian cheese,30.26370686
2001,Dairy,Natural cheese,Italian cheese,30.89231464
2002,Dairy,Natural cheese,Italian cheese,31.32884384
2003,Dairy,Natural cheese,Italian cheese,31.9309278
2004,Dairy,Natural cheese,Italian cheese,32.68342716
2005,Dairy,Natural cheese,Italian cheese,33.73495425
2006,Dairy,Natural cheese,Italian cheese,34.48807608
2007,Dairy,Natural cheese,Italian cheese,36.17940392
2008,Dairy,Natural cheese,Italian cheese,34.97429981
2009,Dairy,Natural cheese,Italian cheese,34.90891075
2010,Dairy,Natural cheese,Italian cheese,36.14581172
2011,Dairy,Natural cheese,Italian cheese,37.4436033
2012,Dairy,Natural cheese,Italian cheese,36.95844972
2013,Dairy,Natural cheese,Italian cheese,37.00020819
2014,Dairy,Natural cheese,Italian cheese,37.7536448
2015,Dairy,Natural cheese,Italian cheese,38.64763439
2016,Dairy,Natural cheese,Italian cheese,40.82144528
2017,Dairy,Natural cheese,Italian cheese,40.4673918
1970,Dairy,Natural cheese,Miscellaneous cheeses,4.073419799
1971,Dairy,Natural cheese,Miscellaneous cheeses,4.27121074
1972,Dairy,Natural cheese,Miscellaneous cheeses,5.022385713
1973,Dairy,Natural cheese,Miscellaneous cheeses,5.268878624
1974,Dairy,Natural cheese,Miscellaneous cheeses,5.449327335
1975,Dairy,Natural cheese,Miscellaneous cheeses,5.143240671
1976,Dairy,Natural cheese,Miscellaneous cheeses,5.472773082
1977,Dairy,Natural cheese,Miscellaneous cheeses,5.376773272
1978,Dairy,Natural cheese,Miscellaneous cheeses,5.63184291
1979,Dairy,Natural cheese,Miscellaneous cheeses,5.701016694
1980,Dairy,Natural cheese,Miscellaneous cheeses,5.92864642
1981,Dairy,Natural cheese,Miscellaneous cheeses,6.115775137
1982,Dairy,Natural cheese,Miscellaneous cheeses,6.506444696
1983,Dairy,Natural cheese,Miscellaneous cheeses,6.106731793
1984,Dairy,Natural cheese,Miscellaneous cheeses,6.500304305
1985,Dairy,Natural cheese,Miscellaneous cheeses,6.541280222
1986,Dairy,Natural cheese,Miscellaneous cheeses,6.485504282
1987,Dairy,Natural cheese,Miscellaneous cheeses,6.450979156
1988,Dairy,Natural cheese,Miscellaneous cheeses,6.18349948
1989,Dairy,Natural cheese,Miscellaneous cheeses,6.477909529
1990,Dairy,Natural cheese,Miscellaneous cheeses,6.844193161
1991,Dairy,Natural cheese,Miscellaneous cheeses,6.940417209
1992,Dairy,Natural cheese,Miscellaneous cheeses,6.617263551
1993,Dairy,Natural cheese,Miscellaneous cheeses,7.303283294
1994,Dairy,Natural cheese,Miscellaneous cheeses,7.089365757
1995,Dairy,Natural cheese,Miscellaneous cheeses,7.093720026
1996,Dairy,Natural cheese,Miscellaneous cheeses,6.149096643
1997,Dairy,Natural cheese,Miscellaneous cheeses,5.803311152
1998,Dairy,Natural cheese,Miscellaneous cheeses,6.012727546
1999,Dairy,Natural cheese,Miscellaneous cheeses,6.310071901
2000,Dairy,Natural cheese,Miscellaneous cheeses,6.61074204
2001,Dairy,Natural cheese,Miscellaneous cheeses,6.579484071
2002,Dairy,Natural cheese,Miscellaneous cheeses,6.872792472
2003,Dairy,Natural cheese,Miscellaneous cheeses,7.132330404
2004,Dairy,Natural cheese,Miscellaneous cheeses,7.222542949
2005,Dairy,Natural cheese,Miscellaneous cheeses,7.416843621
2006,Dairy,Natural cheese,Miscellaneous cheeses,7.585943442
2007,Dairy,Natural cheese,Miscellaneous cheeses,7.741318711
2008,Dairy,Natural cheese,Miscellaneous cheeses,7.153837604
2009,Dairy,Natural cheese,Miscellaneous cheeses,6.881483269
2010,Dairy,Natural cheese,Miscellaneous cheeses,7.023970909
2011,Dairy,Natural cheese,Miscellaneous cheeses,7.53905439
2012,Dairy,Natural cheese,Miscellaneous cheeses,7.69974148
2013,Dairy,Natural cheese,Miscellaneous cheeses,7.517599741
2014,Dairy,Natural cheese,Miscellaneous cheeses,7.636552361
2015,Dairy,Natural cheese,Miscellaneous cheeses,8.211990341
2016,Dairy,Natural cheese,Miscellaneous cheeses,8.474649214
2017,Dairy,Natural cheese,Miscellaneous cheeses,8.246374765
1970,Dairy,Natural cheese,Cottage cheese,3.135097402
1971,Dairy,Natural cheese,Cottage cheese,3.263087035
1972,Dairy,Natural cheese,Cottage cheese,3.31567898
1973,Dairy,Natural cheese,Cottage cheese,3.218215816
1974,Dairy,Natural cheese,Cottage cheese,2.876340224
1975,Dairy,Natural cheese,Cottage cheese,2.889560226
1976,Dairy,Natural cheese,Cottage cheese,2.919436361
1977,Dairy,Natural cheese,Cottage cheese,2.912253531
1978,Dairy,Natural cheese,Cottage cheese,2.909822806
1979,Dairy,Natural cheese,Cottage cheese,2.810495224
1980,Dairy,Natural cheese,Cottage cheese,2.810210475
1981,Dairy,Natural cheese,Cottage cheese,2.736586679
1982,Dairy,Natural cheese,Cottage cheese,2.679752549
1983,Dairy,Natural cheese,Cottage cheese,2.633427936
1984,Dairy,Natural cheese,Cottage cheese,2.634110865
1985,Dairy,Natural cheese,Cottage cheese,2.606953202
1986,Dairy,Natural cheese,Cottage cheese,2.621226814
1987,Dairy,Natural cheese,Cottage cheese,2.53803461
1988,Dairy,Natural cheese,Cottage cheese,2.509943924
1989,Dairy,Natural cheese,Cottage cheese,2.334108481
1990,Dairy,Natural cheese,Cottage cheese,2.208496275
1991,Dairy,Natural cheese,Cottage cheese,2.156252156
1992,Dairy,Natural cheese,Cottage cheese,2.053697035
1993,Dairy,Natural cheese,Cottage cheese,1.931328173
1994,Dairy,Natural cheese,Cottage cheese,1.87076223
1995,Dairy,Natural cheese,Cottage cheese,1.805712326
1996,Dairy,Natural cheese,Cottage cheese,1.739439877
1997,Dairy,Natural cheese,Cottage cheese,1.765779077
1998,Dairy,Natural cheese,Cottage cheese,1.799060232
1999,Dairy,Natural cheese,Cottage cheese,1.760044865
2000,Dairy,Natural cheese,Cottage cheese,1.776068833
2001,Dairy,Natural cheese,Cottage cheese,1.775278419
2002,Dairy,Natural cheese,Cottage cheese,1.774307454
2003,Dairy,Natural cheese,Cottage cheese,1.806032945
2004,Dairy,Natural cheese,Cottage cheese,1.815881044
2005,Dairy,Natural cheese,Cottage cheese,1.816730143
2006,Dairy,Natural cheese,Cottage cheese,1.786806809
2007,Dairy,Natural cheese,Cottage cheese,1.768581382
2008,Dairy,Natural cheese,Cottage cheese,1.61535464
2009,Dairy,Natural cheese,Cottage cheese,1.635554303
2010,Dairy,Natural cheese,Cottage cheese,1.598442037
2011,Dairy,Natural cheese,Cottage cheese,1.553772696
2012,Dairy,Natural cheese,Cottage cheese,1.556065503
2013,Dairy,Natural cheese,Cottage cheese,1.477321349
2014,Dairy,Natural cheese,Cottage cheese,1.444915326
2015,Dairy,Natural cheese,Cottage cheese,1.458149794
2016,Dairy,Natural cheese,Cottage cheese,1.481466743
2017,Dairy,Natural cheese,Cottage cheese,1.420481334
1970,Dairy,Frozen dairy products,Ice cream,28.76988709
1971,Dairy,Frozen dairy products,Ice cream,28.56174731
1972,Dairy,Frozen dairy products,Ice cream,28.32798145
1973,Dairy,Frozen dairy products,Ice cream,28.27538758
1974,Dairy,Frozen dairy products,Ice cream,28.31869499
1975,Dairy,Frozen dairy products,Ice cream,31.33137179
1976,Dairy,Frozen dairy products,Ice cream,30.35623692
1977,Dairy,Frozen dairy products,Ice cream,29.75472565
1978,Dairy,Frozen dairy products,Ice cream,29.64524164
1979,Dairy,Frozen dairy products,Ice cream,29.16005717
1980,Dairy,Frozen dairy products,Ice cream,29.45966548
1981,Dairy,Frozen dairy products,Ice cream,29.25129173
1982,Dairy,Frozen dairy products,Ice cream,29.65106141
1983,Dairy,Frozen dairy products,Ice cream,30.40241677
1984,Dairy,Frozen dairy products,Ice cream,30.58187651
1985,Dairy,Frozen dairy products,Ice cream,30.54408845
1986,Dairy,Frozen dairy products,Ice cream,30.99908027
1987,Dairy,Frozen dairy products,Ice cream,30.85958742
1988,Dairy,Frozen dairy products,Ice cream,29.04772804
1989,Dairy,Frozen dairy products,Ice cream,27.10660267
1990,Dairy,Frozen dairy products,Ice cream,26.49944774
1991,Dairy,Frozen dairy products,Ice cream,27.29276493
1992,Dairy,Frozen dairy products,Ice cream,26.922059
1993,Dairy,Frozen dairy products,Ice cream,26.59620299
1994,Dairy,Frozen dairy products,Ice cream,26.52983961
1995,Dairy,Frozen dairy products,Ice cream,25.7976036
1996,Dairy,Frozen dairy products,Ice cream,25.97171938
1997,Dairy,Frozen dairy products,Ice cream,26.73432456
1998,Dairy,Frozen dairy products,Ice cream,27.03815096
1999,Dairy,Frozen dairy products,Ice cream,27.84439596
2000,Dairy,Frozen dairy products,Ice cream,27.70182503
2001,Dairy,Frozen dairy products,Ice cream,27.14828302
2002,Dairy,Frozen dairy products,Ice cream,27.87645268
2003,Dairy,Frozen dairy products,Ice cream,27.36767501
2004,Dairy,Frozen dairy products,Ice cream,25.16297443
2005,Dairy,Frozen dairy products,Ice cream,26.00020832
2006,Dairy,Frozen dairy products,Ice cream,26.35221285
2007,Dairy,Frozen dairy products,Ice cream,25.40532078
2008,Dairy,Frozen dairy products,Ice cream,24.49939282
2009,Dairy,Frozen dairy products,Ice cream,23.96140478
2010,Dairy,Frozen dairy products,Ice cream,24.01246725
2011,Dairy,Frozen dairy products,Ice cream,22.74478838
2012,Dairy,Frozen dairy products,Ice cream,22.66944063
2013,Dairy,Frozen dairy products,Ice cream,22.45676798
2014,Dairy,Frozen dairy products,Ice cream,21.4740506
2015,Dairy,Frozen dairy products,Ice cream,22.14751674
2016,Dairy,Frozen dairy products,Ice cream,22.25737532
2017,Dairy,Frozen dairy products,Ice cream,21.97100269
1970,Dairy,Frozen dairy products,Lowfat ice cream,9.402383083
1971,Dairy,Frozen dairy products,Lowfat ice cream,9.317645287
1972,Dairy,Frozen dairy products,Lowfat ice cream,9.318145988
1973,Dairy,Frozen dairy products,Lowfat ice cream,9.257939943
1974,Dairy,Frozen dairy products,Lowfat ice cream,9.312179511
1975,Dairy,Frozen dairy products,Lowfat ice cream,9.718029899
1976,Dairy,Frozen dairy products,Lowfat ice cream,9.220323409
1977,Dairy,Frozen dairy products,Lowfat ice cream,9.825669176
1978,Dairy,Frozen dairy products,Lowfat ice cream,9.789926384
1979,Dairy,Frozen dairy products,Lowfat ice cream,9.262109923
1980,Dairy,Frozen dairy products,Lowfat ice cream,9.045184373
1981,Dairy,Frozen dairy products,Lowfat ice cream,8.87973966
1982,Dairy,Frozen dairy products,Lowfat ice cream,8.478065648
1983,Dairy,Frozen dairy products,Lowfat ice cream,8.832593118
1984,Dairy,Frozen dairy products,Lowfat ice cream,8.901761924
1985,Dairy,Frozen dairy products,Lowfat ice cream,8.866570724
1986,Dairy,Frozen dairy products,Lowfat ice cream,9.17236262
1987,Dairy,Frozen dairy products,Lowfat ice cream,9.455433575
1988,Dairy,Frozen dairy products,Lowfat ice cream,10.1476014
1989,Dairy,Frozen dairy products,Lowfat ice cream,10.66328001
1990,Dairy,Frozen dairy products,Lowfat ice cream,9.842858432
1991,Dairy,Frozen dairy products,Lowfat ice cream,9.391026626
1992,Dairy,Frozen dairy products,Lowfat ice cream,8.85944881
1993,Dairy,Frozen dairy products,Lowfat ice cream,8.674399979
1994,Dairy,Frozen dairy products,Lowfat ice cream,9.429742251
1995,Dairy,Frozen dairy products,Lowfat ice cream,10.41100923
1996,Dairy,Frozen dairy products,Lowfat ice cream,10.46275303
1997,Dairy,Frozen dairy products,Lowfat ice cream,10.83177161
1998,Dairy,Frozen dairy products,Lowfat ice cream,11.28692169
1999,Dairy,Frozen dairy products,Lowfat ice cream,10.47291677
2000,Dairy,Frozen dairy products,Lowfat ice cream,9.924316501
2001,Dairy,Frozen dairy products,Lowfat ice cream,9.783317787
2002,Dairy,Frozen dairy products,Lowfat ice cream,8.661232782
2003,Dairy,Frozen dairy products,Lowfat ice cream,10.0208927
2004,Dairy,Frozen dairy products,Lowfat ice cream,9.734037816
2005,Dairy,Frozen dairy products,Lowfat ice cream,8.962318361
2006,Dairy,Frozen dairy products,Lowfat ice cream,9.152027081
2007,Dairy,Frozen dairy products,Lowfat ice cream,9.145494377
2008,Dairy,Frozen dairy products,Lowfat ice cream,9.12786197
2009,Dairy,Frozen dairy products,Lowfat ice cream,9.436882471
2010,Dairy,Frozen dairy products,Lowfat ice cream,9.683148787
2011,Dairy,Frozen dairy products,Lowfat ice cream,9.618545183
2012,Dairy,Frozen dairy products,Lowfat ice cream,10.44692239
2013,Dairy,Frozen dairy products,Lowfat ice cream,9.02200482
2014,Dairy,Frozen dairy products,Lowfat ice cream,9.262583301
2015,Dairy,Frozen dairy products,Lowfat ice cream,9.70794865
2016,Dairy,Frozen dairy products,Lowfat ice cream,9.557132996
2017,Dairy,Frozen dairy products,Lowfat ice cream,9.968393384
1970,Dairy,Frozen dairy products,Other,5.718749905
1971,Dairy,Frozen dairy products,Other,5.500053997
1972,Dairy,Frozen dairy products,Other,5.462488361
1973,Dairy,Frozen dairy products,Other,5.364517592
1974,Dairy,Frozen dairy products,Other,4.922257725
1975,Dairy,Frozen dairy products,Other,4.400976021
1976,Dairy,Frozen dairy products,Other,4.087019478
1977,Dairy,Frozen dairy products,Other,3.934229635
1978,Dairy,Frozen dairy products,Other,3.668500173
1979,Dairy,Frozen dairy products,Other,3.426065567
1980,Dairy,Frozen dairy products,Other,3.275262151
1981,Dairy,Frozen dairy products,Other,3.622598894
1982,Dairy,Frozen dairy products,Other,3.614802631
1983,Dairy,Frozen dairy products,Other,3.648092132
1984,Dairy,Frozen dairy products,Other,3.70935648
1985,Dairy,Frozen dairy products,Other,4.738199888
1986,Dairy,Frozen dairy products,Other,4.271278141
1987,Dairy,Frozen dairy products,Other,4.362972763
1988,Dairy,Frozen dairy products,Other,4.448331428
1989,Dairy,Frozen dairy products,Other,6.555773011
1990,Dairy,Frozen dairy products,Other,7.501394066
1991,Dairy,Frozen dairy products,Other,8.488598626
1992,Dairy,Frozen dairy products,Other,8.452868343
1993,Dairy,Frozen dairy products,Other,9.40221257
1994,Dairy,Frozen dairy products,Other,9.377442598
1995,Dairy,Frozen dairy products,Other,8.461668665
1996,Dairy,Frozen dairy products,Other,6.408341071
1997,Dairy,Frozen dairy products,Other,5.845417364
1998,Dairy,Frozen dairy products,Other,6.069633485
1999,Dairy,Frozen dairy products,Other,5.8148737
2000,Dairy,Frozen dairy products,Other,5.589905861
2001,Dairy,Frozen dairy products,Other,4.888567733
2002,Dairy,Frozen dairy products,Other,4.981468716
2003,Dairy,Frozen dairy products,Other,4.71179715
2004,Dairy,Frozen dairy products,Other,4.697146491
2005,Dairy,Frozen dairy products,Other,4.76490236
2006,Dairy,Frozen dairy products,Other,4.877179242
2007,Dairy,Frozen dairy products,Other,5.100607044
2008,Dairy,Frozen dairy products,Other,4.908584122
2009,Dairy,Frozen dairy products,Other,4.138341446
2010,Dairy,Frozen dairy products,Other,4.096242899
2011,Dairy,Frozen dairy products,Other,4.259767227
2012,Dairy,Frozen dairy products,Other,4.188592715
2013,Dairy,Frozen dairy products,Other,4.524419916
2014,Dairy,Frozen dairy products,Other,4.420044677
2015,Dairy,Frozen dairy products,Other,4.53445024
2016,Dairy,Frozen dairy products,Other,4.214034847
2017,Dairy,Frozen dairy products,Other,4.3227703
1970,Dairy,Evaporated and condensed milk,Canned whole,7.248668947
1971,Dairy,Evaporated and condensed milk,Canned whole,7.050914751
1972,Dairy,Evaporated and condensed milk,Canned whole,6.332367857
1973,Dairy,Evaporated and condensed milk,Canned whole,5.980895358
1974,Dairy,Evaporated and condensed milk,Canned whole,5.396978295
1975,Dairy,Evaporated and condensed milk,Canned whole,4.789058461
1976,Dairy,Evaporated and condensed milk,Canned whole,4.550312862
1977,Dairy,Evaporated and condensed milk,Canned whole,3.941678703
1978,Dairy,Evaporated and condensed milk,Canned whole,3.788129196
1979,Dairy,Evaporated and condensed milk,Canned whole,3.735213951
1980,Dairy,Evaporated and condensed milk,Canned whole,3.48661427
1981,Dairy,Evaporated and condensed milk,Canned whole,3.599333768
1982,Dairy,Evaporated and condensed milk,Canned whole,3.4014349
1983,Dairy,Evaporated and condensed milk,Canned whole,3.353581861
1984,Dairy,Evaporated and condensed milk,Canned whole,3.049045687
1985,Dairy,Evaporated and condensed milk,Canned whole,2.80143339
1986,Dairy,Evaporated and condensed milk,Canned whole,2.76533544
1987,Dairy,Evaporated and condensed milk,Canned whole,2.771161992
1988,Dairy,Evaporated and condensed milk,Canned whole,2.667262509
1989,Dairy,Evaporated and condensed milk,Canned whole,2.48544704
1990,Dairy,Evaporated and condensed milk,Canned whole,2.688810187
1991,Dairy,Evaporated and condensed milk,Canned whole,2.551225979
1992,Dairy,Evaporated and condensed milk,Canned whole,2.566085321
1993,Dairy,Evaporated and condensed milk,Canned whole,2.125844632
1994,Dairy,Evaporated and condensed milk,Canned whole,2.19342469
1995,Dairy,Evaporated and condensed milk,Canned whole,1.526135786
1996,Dairy,Evaporated and condensed milk,Canned whole,1.502837888
1997,Dairy,Evaporated and condensed milk,Canned whole,2.040959604
1998,Dairy,Evaporated and condensed milk,Canned whole,1.672493378
1999,Dairy,Evaporated and condensed milk,Canned whole,1.818816174
2000,Dairy,Evaporated and condensed milk,Canned whole,1.85658866
2001,Dairy,Evaporated and condensed milk,Canned whole,1.893345068
2002,Dairy,Evaporated and condensed milk,Canned whole,2.334433056
2003,Dairy,Evaporated and condensed milk,Canned whole,2.423852584
2004,Dairy,Evaporated and condensed milk,Canned whole,2.034865506
2005,Dairy,Evaporated and condensed milk,Canned whole,2.088501138
2006,Dairy,Evaporated and condensed milk,Canned whole,2.060092602
2007,Dairy,Evaporated and condensed milk,Canned whole,1.839763351
2008,Dairy,Evaporated and condensed milk,Canned whole,2.035637712
2009,Dairy,Evaporated and condensed milk,Canned whole,2.049545067
2010,Dairy,Evaporated and condensed milk,Canned whole,1.772529403
2011,Dairy,Evaporated and condensed milk,Canned whole,1.808889988
2012,Dairy,Evaporated and condensed milk,Canned whole,1.768054623
2013,Dairy,Evaporated and condensed milk,Canned whole,1.701334148
2014,Dairy,Evaporated and condensed milk,Canned whole,1.158337598
2015,Dairy,Evaporated and condensed milk,Canned whole,1.65906288
2016,Dairy,Evaporated and condensed milk,Canned whole,1.886848309
2017,Dairy,Evaporated and condensed milk,Canned whole,1.607223921
1970,Dairy,Evaporated and condensed milk,Bulk whole,1.495758146
1971,Dairy,Evaporated and condensed milk,Bulk whole,1.344879447
1972,Dairy,Evaporated and condensed milk,Bulk whole,1.496878869
1973,Dairy,Evaporated and condensed milk,Bulk whole,1.388522367
1974,Dairy,Evaporated and condensed milk,Bulk whole,1.463344646
1975,Dairy,Evaporated and condensed milk,Bulk whole,1.679901459
1976,Dairy,Evaporated and condensed milk,Bulk whole,1.549649055
1977,Dairy,Evaporated and condensed milk,Bulk whole,1.381293217
1978,Dairy,Evaporated and condensed milk,Bulk whole,1.260308611
1979,Dairy,Evaporated and condensed milk,Bulk whole,1.324035148
1980,Dairy,Evaporated and condensed milk,Bulk whole,1.204482078
1981,Dairy,Evaporated and condensed milk,Bulk whole,1.442142862
1982,Dairy,Evaporated and condensed milk,Bulk whole,1.567954154
1983,Dairy,Evaporated and condensed milk,Bulk whole,1.410103172
1984,Dairy,Evaporated and condensed milk,Bulk whole,1.598383457
1985,Dairy,Evaporated and condensed milk,Bulk whole,1.7828639
1986,Dairy,Evaporated and condensed milk,Bulk whole,1.782218925
1987,Dairy,Evaporated and condensed milk,Bulk whole,1.899923726
1988,Dairy,Evaporated and condensed milk,Bulk whole,1.694459546
1989,Dairy,Evaporated and condensed milk,Bulk whole,1.345871735
